2026-05-01 09:41:57 AM | INFO | db_manager | ✓ Message 4434 in -1003798739565 saved as PENDING
2026-05-01 09:41:57 AM | INFO | message_handler | 📩 New Pending Message from 7968341766 in -1003798739565 (Topic: 1)
2026-05-01 09:42:04 AM | INFO | main_router | Routing message from -1003798739565: ဒါလေး ဘယ်ျန့လောက်ရောက်မလဲရှင့်...
2026-05-01 09:42:07 AM | INFO | main_router | 🎯 AI Decision: check_order
2026-05-01 09:42:07 AM | INFO | main_router | 🔇 Blocking general intent 'check_order' in Group Chat -1003798739565. Bot will remain silent.
2026-05-01 09:42:07 AM | INFO | db_manager | ✓ Message 4436 in -1003798739565 saved as PENDING
2026-05-01 09:42:07 AM | INFO | message_handler | 📩 New Pending Message from 7968341766 in -1003798739565 (Topic: 1)
2026-05-01 09:42:33 AM | INFO | main_router | Routing message from -1003798739565: 23/24/25/26/27 ပုံတွေ ပို့ပေးပါဦးရှင့်...
2026-05-01 09:42:34 AM | INFO | main_router | 🎯 AI Decision: none
2026-05-01 09:42:34 AM | INFO | db_manager | ✓ Message 4437 in -1003798739565 saved as PENDING
2026-05-01 09:42:34 AM | INFO | message_handler | 📩 New Pending Message from 7968341766 in -1003798739565 (Topic: 11)
2026-05-01 09:44:42 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 5982912055
2026-05-01 09:45:35 AM | INFO | auditor | 💓 Heartbeat sent to HealthCheck.
2026-05-01 09:47:15 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 7261311241
2026-05-01 09:47:15 AM | INFO | db_manager | ✅ Group Resolved: [206] in -1003752062728 by (60501) (Reply)
2026-05-01 09:47:15 AM | INFO | auditor | ℹ️ No active alert tracking found for 206 in -1003752062728.
2026-05-01 09:47:15 AM | INFO | auditor | ℹ️ Message 206 was not an active alert. Skipping record.
2026-05-01 09:47:15 AM | INFO | message_handler | ✅ Message 206 marked as RESOLVED via Reply by (60501)
2026-05-01 09:47:35 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 7591872239
2026-05-01 09:47:35 AM | INFO | db_manager | ✅ Group Resolved: [78] in -1003791802416 by Yoon Waddy (Reply)
2026-05-01 09:47:35 AM | INFO | auditor | ℹ️ No active alert tracking found for 78 in -1003791802416.
2026-05-01 09:47:35 AM | INFO | auditor | ℹ️ Message 78 was not an active alert. Skipping record.
2026-05-01 09:47:35 AM | INFO | message_handler | ✅ Message 78 marked as RESOLVED via Reply by Yoon Waddy
2026-05-01 09:48:08 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 5497143255
2026-05-01 09:49:16 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 7591872239
2026-05-01 09:49:28 AM | INFO | auditor | ℹ️ No active alert tracking found for 398 in -1003760073283.
2026-05-01 09:49:28 AM | INFO | auditor | ℹ️ Message 398 was not an active alert. Skipping record.
2026-05-01 09:49:28 AM | INFO | db_manager | ✅ Group Resolved: [398] in -1003760073283 by Yoon Waddy (Reaction (❤))
2026-05-01 09:49:28 AM | INFO | alert_handler | ✅ Message 398 marked as RESOLVED via Reaction (❤) by Yoon Waddy
2026-05-01 09:49:38 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 7591872239
2026-05-01 09:50:02 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 5497143255
2026-05-01 09:50:02 AM | INFO | db_manager | ✅ Group Resolved: [40] in -1003739231843 by Thida Hlaing (Reply)
2026-05-01 09:50:02 AM | INFO | auditor | ℹ️ No active alert tracking found for 40 in -1003739231843.
2026-05-01 09:50:02 AM | INFO | auditor | ℹ️ Message 40 was not an active alert. Skipping record.
2026-05-01 09:50:02 AM | INFO | message_handler | ✅ Message 40 marked as RESOLVED via Reply by Thida Hlaing
2026-05-01 09:50:35 AM | INFO | auditor | 💓 Heartbeat sent to HealthCheck.
2026-05-01 09:51:25 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 5982912055
2026-05-01 09:54:48 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 8688437892
2026-05-01 09:55:36 AM | INFO | auditor | 💓 Heartbeat sent to HealthCheck.
2026-05-01 09:57:31 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 5497143255
2026-05-01 09:57:59 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 5982912055
2026-05-01 09:59:01 AM | INFO | auditor | 🧠 Auditor (Worker 2: AI Brain) is running...
2026-05-01 09:59:01 AM | INFO | auditor | 💓 Heartbeat sent to HealthCheck.
2026-05-01 09:59:01 AM | INFO | auditor | 📂 Auditing Batch: Tina Fashion ï½ï½ï½ï½ï (Topic 1) in Chat -1003798739565 (12 messages)
2026-05-01 09:59:03 AM | INFO | auditor | 🔇 AI Ignored Group: [3741, 3742, 3743, 3757, 3758, 3759, 4382, 4429, 4430, 4431, 4434, 4436]
2026-05-01 09:59:05 AM | INFO | auditor | 📂 Auditing Batch: PhyoLay ð CarryMan (Topic 6) in Chat -1003849260656 (1 messages)
2026-05-01 09:59:06 AM | INFO | auditor | 🔇 AI Ignored Group: [98]
2026-05-01 09:59:08 AM | INFO | auditor | 📂 Auditing Batch: PoeMiMi Collection ï½ï½ï½ï½ï (Topic 1) in Chat -1003121725085 (6 messages)
2026-05-01 09:59:10 AM | INFO | auditor | 🔇 AI Ignored Group: [136, 137, 139, 140, 145, 149]
2026-05-01 09:59:12 AM | INFO | auditor | 📂 Auditing Batch: Tina Fashion ï½ï½ï½ï½ï (Topic 4) in Chat -1003798739565 (20 messages)
2026-05-01 09:59:14 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003798739565, topic=4, msg=3754, force=False
2026-05-01 09:59:14 AM | INFO | auditor | 🎯 Explicit Route Found: -1003798739565/4 -> -1003601049225/37
2026-05-01 09:59:14 AM | INFO | auditor | 📢 Alert sent for 3754 in Tina Fashion ï½ï½ï½ï½ï to Central Group
2026-05-01 09:59:16 AM | INFO | auditor | 📂 Auditing Batch: Tina Fashion ï½ï½ï½ï½ï (Topic 11) in Chat -1003798739565 (20 messages)
2026-05-01 09:59:18 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003798739565, topic=11, msg=3760, force=False
2026-05-01 09:59:18 AM | INFO | auditor | 🎯 Explicit Route Found: -1003798739565/11 -> -1003601049225/35
2026-05-01 09:59:19 AM | INFO | auditor | 📢 Alert sent for 3760 in Tina Fashion ï½ï½ï½ï½ï to Central Group
2026-05-01 09:59:21 AM | INFO | auditor | 📂 Auditing Batch: BPink Girl ï½ï½ï½ï½ï (Topic 1) in Chat -1003823820784 (1 messages)
2026-05-01 09:59:23 AM | INFO | auditor | 🔇 AI Ignored Group: [309]
2026-05-01 09:59:24 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 5497143255
2026-05-01 09:59:25 AM | INFO | auditor | 📂 Auditing Batch: Glowic Beauty ï½ï½ï½ï½ï (Topic 1) in Chat -1003692715477 (9 messages)
2026-05-01 09:59:26 AM | INFO | auditor | 🔇 AI Ignored Group: [330, 331, 332, 333, 335, 350, 351, 352, 355]
2026-05-01 09:59:28 AM | INFO | auditor | 📂 Auditing Batch: Gi Ci ï½ï½ï½ï½ï (Topic 1) in Chat -1003801077622 (17 messages)
2026-05-01 09:59:29 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003801077622, topic=1, msg=369, force=False
2026-05-01 09:59:29 AM | INFO | auditor | 🎯 Explicit Route Found: -1003801077622/1 -> -1003601049225/1
2026-05-01 09:59:29 AM | WARNING | auditor | ⚠️ Topic 1 not found in Central Group. Falling back to General.
2026-05-01 09:59:31 AM | INFO | auditor | 📂 Auditing Batch: Lin Latt ï½ï½ï½ï½ï (Topic 1) in Chat -1003801802038 (1 messages)
2026-05-01 09:59:32 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003801802038, topic=1, msg=252, force=False
2026-05-01 09:59:32 AM | INFO | auditor | 🎯 Explicit Route Found: -1003801802038/1 -> -1003601049225/1
2026-05-01 09:59:33 AM | WARNING | auditor | ⚠️ Topic 1 not found in Central Group. Falling back to General.
2026-05-01 09:59:35 AM | INFO | auditor | 📂 Auditing Batch: Tina Fashion ï½ï½ï½ï½ï (Topic 6) in Chat -1003798739565 (3 messages)
2026-05-01 09:59:36 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003798739565, topic=6, msg=4130, force=False
2026-05-01 09:59:36 AM | INFO | auditor | 🎯 Explicit Route Found: -1003798739565/6 -> -1003601049225/35
2026-05-01 09:59:36 AM | INFO | auditor | 📢 Alert sent for 4130 in Tina Fashion ï½ï½ï½ï½ï to Central Group
2026-05-01 09:59:37 AM | WARNING | auditor | 🚨 Tier 2 Escalation sent for 3754 to Group
2026-05-01 09:59:37 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 5497143255
2026-05-01 09:59:37 AM | WARNING | auditor | 🚨 Tier 2 Escalation sent for 3760 to Group
2026-05-01 09:59:37 AM | WARNING | auditor | 🚨 Tier 2 Escalation sent for 4130 to Group
2026-05-01 09:59:38 AM | INFO | auditor | 📂 Auditing Batch: Princess Nora ï½ï½ï½ï½ï (Topic 1) in Chat -1003768834039 (14 messages)
2026-05-01 09:59:39 AM | INFO | auditor | 🔇 AI Ignored Group: [352, 353, 354, 355, 367, 368, 369, 370, 371, 372, 373, 374, 402, 403]
2026-05-01 09:59:41 AM | INFO | auditor | 📂 Auditing Batch: Princess Nora ï½ï½ï½ï½ï (Topic 6) in Chat -1003768834039 (4 messages)
2026-05-01 09:59:42 AM | INFO | auditor | 🔇 AI Ignored Group: [358, 392, 393, 394]
2026-05-01 09:59:44 AM | INFO | auditor | 📂 Auditing Batch: Honey Accessoriesï½ï½ï½ï½ï (Topic 6) in Chat -1003529688950 (3 messages)
2026-05-01 09:59:45 AM | INFO | auditor | 🔇 AI Ignored Group: [405, 428, 430]
2026-05-01 09:59:47 AM | INFO | auditor | 📂 Auditing Batch: Honey Accessoriesï½ï½ï½ï½ï (Topic 1) in Chat -1003529688950 (7 messages)
2026-05-01 09:59:48 AM | INFO | auditor | 🔇 AI Ignored Group: [407, 408, 410, 412, 413, 416, 429]
2026-05-01 09:59:50 AM | INFO | auditor | 📂 Auditing Batch: Naseem ï½ï½ï½ï½ï (Topic 1) in Chat -1003731394148 (8 messages)
2026-05-01 09:59:52 AM | INFO | main_router | 🛡️ Staff Exclusion (Group): Skipping AI routing for staff 5497143255
2026-05-01 09:59:54 AM | INFO | auditor | 🔇 AI Ignored Group: [591, 592, 593, 594, 595, 597, 598, 615]
2026-05-01 09:59:56 AM | INFO | auditor | 📂 Auditing Batch: KSJB ï½ï½ï½ï½ï (Topic 4) in Chat -1003883905797 (6 messages)
2026-05-01 09:59:57 AM | INFO | auditor | 🔇 AI Ignored Group: [612, 615, 625, 626, 627, 638]
2026-05-01 09:59:59 AM | INFO | auditor | 📂 Auditing Batch: IVY Essential ï½ï½ï½ï½ï (Topic 1) in Chat -1003633412428 (3 messages)
2026-05-01 10:00:00 AM | INFO | auditor | 🔇 AI Ignored Group: [154, 155, 159]
2026-05-01 10:00:02 AM | INFO | auditor | 📂 Auditing Batch: Naseem ï½ï½ï½ï½ï (Topic 6) in Chat -1003731394148 (4 messages)
2026-05-01 10:00:03 AM | INFO | auditor | 🔇 AI Ignored Group: [602, 603, 605, 606]
2026-05-01 10:00:05 AM | INFO | auditor | 📂 Auditing Batch: SH ï½ï½ï½ï½ï (Topic 1) in Chat -1003552853303 (3 messages)
2026-05-01 10:00:06 AM | INFO | auditor | 🔇 AI Ignored Group: [275, 276, 284]
2026-05-01 10:00:08 AM | INFO | auditor | 📂 Auditing Batch: SkinCare NextStep ï½ï½ï½ï½ï (Topic 6) in Chat -1003898476625 (9 messages)
2026-05-01 10:00:09 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003898476625, topic=6, msg=649, force=False
2026-05-01 10:00:09 AM | INFO | auditor | 🎯 Explicit Route Found: -1003898476625/6 -> -1003601049225/35
2026-05-01 10:00:09 AM | INFO | auditor | 📢 Alert sent for 649 in SkinCare NextStep ï½ï½ï½ï½ï to Central Group
2026-05-01 10:00:11 AM | INFO | auditor | 📂 Auditing Batch: Skylar collection ï½ï½ï½ï½ï (Topic 1) in Chat -1003709069700 (7 messages)
2026-05-01 10:00:12 AM | INFO | main_router | Routing message from -1003837115331: ကားဂိတ် ချလို့ရလား ဗျ...
2026-05-01 10:00:12 AM | INFO | auditor | 🔇 AI Ignored Group: [344, 350, 359, 360, 364, 365, 368]
2026-05-01 10:00:12 AM | INFO | main_router | 🎯 AI Decision: support
2026-05-01 10:00:12 AM | INFO | main_router | 🔇 Blocking general intent 'support' in Group Chat -1003837115331. Bot will remain silent.
2026-05-01 10:00:13 AM | INFO | db_manager | ✓ Message 263 in -1003837115331 saved as PENDING
2026-05-01 10:00:13 AM | INFO | message_handler | 📩 New Pending Message from 5542320516 in -1003837115331 (Topic: 4)
2026-05-01 10:00:14 AM | INFO | auditor | 📂 Auditing Batch: RETRO ï½ï½ï½ï½ï (Topic 1) in Chat -1003766245638 (5 messages)
2026-05-01 10:00:16 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003766245638, topic=1, msg=318, force=False
2026-05-01 10:00:16 AM | INFO | auditor | 🎯 Explicit Route Found: -1003766245638/1 -> -1003601049225/1
2026-05-01 10:00:16 AM | WARNING | auditor | ⚠️ Topic 1 not found in Central Group. Falling back to General.
2026-05-01 10:00:18 AM | INFO | auditor | 📂 Auditing Batch: Toly Moly ï½ï½ï½ï½ (Topic 1) in Chat -1003796096237 (1 messages)
2026-05-01 10:00:20 AM | INFO | auditor | 🔇 AI Ignored Group: [345]
2026-05-01 10:00:22 AM | INFO | auditor | 📂 Auditing Batch: May May Thae ï½ï½ï½ï½ï (Topic 6) in Chat -1003329445346 (5 messages)
2026-05-01 10:00:23 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003329445346, topic=6, msg=129, force=False
2026-05-01 10:00:23 AM | WARNING | auditor | ⚠️ No Explicit Route for -1003329445346/6. Notifying Manager...
2026-05-01 10:00:23 AM | WARNING | auditor | ⚠️ No route found for May May Thae ï½ï½ï½ï½ï (-1003329445346/6). Notifying Manager.
2026-05-01 10:00:23 AM | INFO | auditor | 🔍 notify_manager_missing_route: shop=May May Thae ï½ï½ï½ï½ï, msg_id=129, chat=-1003329445346
2026-05-01 10:00:23 AM | INFO | auditor | 📲 Missing route notification sent to Manager for May May Thae ï½ï½ï½ï½ï
2026-05-01 10:00:25 AM | INFO | auditor | 📂 Auditing Batch: Blanco Fashion ï½ï½ï½ï½ï (Topic 1) in Chat -1003816497641 (9 messages)
2026-05-01 10:00:27 AM | INFO | auditor | 🔇 AI Ignored Group: [420, 422, 426, 427, 428, 429, 430, 431, 432]
2026-05-01 10:00:29 AM | INFO | auditor | 📂 Auditing Batch: ChawSu Store ï½ï½ï½ï½ï (Topic 20) in Chat -1003731552887 (4 messages)
2026-05-01 10:00:30 AM | INFO | auditor | 🔇 AI Ignored Group: [46, 47, 48, 49]
2026-05-01 10:00:32 AM | INFO | auditor | 📂 Auditing Batch: Gi Ci ï½ï½ï½ï½ï (Topic 4) in Chat -1003801077622 (5 messages)
2026-05-01 10:00:34 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003801077622, topic=4, msg=393, force=False
2026-05-01 10:00:34 AM | INFO | auditor | 🎯 Explicit Route Found: -1003801077622/4 -> -1003601049225/37
2026-05-01 10:00:35 AM | INFO | auditor | 📢 Alert sent for 393 in Gi Ci ï½ï½ï½ï½ï to Central Group
2026-05-01 10:00:37 AM | INFO | auditor | 📂 Auditing Batch: Hotssic ï½ï½ï½ï½ï (Topic 1) in Chat -1003506710131 (3 messages)
2026-05-01 10:00:37 AM | INFO | auditor | 💓 Heartbeat sent to HealthCheck.
2026-05-01 10:00:38 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003506710131, topic=1, msg=663, force=False
2026-05-01 10:00:38 AM | INFO | auditor | 🎯 Explicit Route Found: -1003506710131/1 -> -1003601049225/1
2026-05-01 10:00:38 AM | WARNING | auditor | ⚠️ Topic 1 not found in Central Group. Falling back to General.
2026-05-01 10:00:38 AM | WARNING | auditor | 🚨 Tier 2 Escalation sent for 649 to Group
2026-05-01 10:00:38 AM | WARNING | auditor | 🚨 Tier 2 Escalation sent for 393 to Group
2026-05-01 10:00:40 AM | INFO | auditor | 📂 Auditing Batch: KPC OS ï½ï½ï½ï½ï (Topic 1) in Chat -1003812325795 (2 messages)
2026-05-01 10:00:41 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003812325795, topic=1, msg=158, force=False
2026-05-01 10:00:41 AM | INFO | auditor | 🎯 Explicit Route Found: -1003812325795/1 -> -1003601049225/1
2026-05-01 10:00:41 AM | WARNING | auditor | ⚠️ Topic 1 not found in Central Group. Falling back to General.
2026-05-01 10:00:43 AM | INFO | auditor | 📂 Auditing Batch: Khine Trendy Shop ð CarryMan (Topic 1) in Chat -1003727765180 (3 messages)
2026-05-01 10:00:45 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003727765180, topic=1, msg=182, force=False
2026-05-01 10:00:45 AM | INFO | auditor | 🎯 Explicit Route Found: -1003727765180/1 -> -1003601049225/1
2026-05-01 10:00:45 AM | WARNING | auditor | ⚠️ Topic 1 not found in Central Group. Falling back to General.
2026-05-01 10:00:47 AM | INFO | auditor | 📂 Auditing Batch: Pyo Ou Yin ï½ï½ï½ï½ï (Topic 1) in Chat -1003783350266 (1 messages)
2026-05-01 10:00:48 AM | INFO | auditor | 🔇 AI Ignored Group: [136]
2026-05-01 10:00:50 AM | INFO | auditor | 📂 Auditing Batch: Outfits Shop ï½ï½ï½ï½ï (Topic 6) in Chat -1003415524543 (2 messages)
2026-05-01 10:00:51 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003415524543, topic=6, msg=391, force=False
2026-05-01 10:00:51 AM | INFO | auditor | 🎯 Explicit Route Found: -1003415524543/6 -> -1003601049225/35
2026-05-01 10:00:51 AM | INFO | auditor | 📢 Alert sent for 391 in Outfits Shop ï½ï½ï½ï½ï to Central Group
2026-05-01 10:00:53 AM | INFO | auditor | 📂 Auditing Batch: NNKW Bookstore ï½ï½ï½ï½ï (Topic 1) in Chat -1003780967023 (7 messages)
2026-05-01 10:00:54 AM | INFO | auditor | 🔇 AI Ignored Group: [423, 424, 426, 431, 440, 444, 445]
2026-05-01 10:00:56 AM | INFO | auditor | 📂 Auditing Batch: Thiri Beauty Bountyï½ï½ï½ï½ï (Topic 4) in Chat -1003868121514 (3 messages)
2026-05-01 10:00:57 AM | INFO | auditor | 🔇 AI Ignored Group: [480, 481, 482]
2026-05-01 10:00:59 AM | INFO | auditor | 📂 Auditing Batch: May May Thae ï½ï½ï½ï½ï (Topic 1) in Chat -1003329445346 (4 messages)
2026-05-01 10:01:02 AM | INFO | auditor | ℹ️ No active alert tracking found for 160 in -1003633412428.
2026-05-01 10:01:02 AM | INFO | auditor | ℹ️ Message 160 was not an active alert. Skipping record.
2026-05-01 10:01:02 AM | INFO | auditor | ℹ️ No active alert tracking found for 158 in -1003633412428.
2026-05-01 10:01:02 AM | INFO | auditor | ℹ️ Message 158 was not an active alert. Skipping record.
2026-05-01 10:01:02 AM | INFO | db_manager | ✅ Group Resolved: [160] in -1003633412428 by Thida Hlaing (Reaction (❤))
2026-05-01 10:01:02 AM | INFO | alert_handler | ✅ Message 160 marked as RESOLVED via Reaction (❤) by Thida Hlaing
2026-05-01 10:01:02 AM | INFO | db_manager | ✅ Group Resolved: [158] in -1003633412428 by Thida Hlaing (Reaction (❤))
2026-05-01 10:01:02 AM | INFO | alert_handler | ✅ Message 158 marked as RESOLVED via Reaction (❤) by Thida Hlaing
2026-05-01 10:01:06 AM | INFO | auditor | ℹ️ No active alert tracking found for 162 in -1003633412428.
2026-05-01 10:01:06 AM | INFO | auditor | ℹ️ Message 162 was not an active alert. Skipping record.
2026-05-01 10:01:06 AM | INFO | db_manager | ✅ Group Resolved: [162] in -1003633412428 by Thida Hlaing (Reaction (❤))
2026-05-01 10:01:06 AM | INFO | alert_handler | ✅ Message 162 marked as RESOLVED via Reaction (❤) by Thida Hlaing
2026-05-01 10:01:09 AM | WARNING | auditor | 🚨 Tier 2 Escalation sent for 391 to Group
2026-05-01 10:01:11 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003329445346, topic=1, msg=135, force=False
2026-05-01 10:01:11 AM | WARNING | auditor | ⚠️ No Explicit Route for -1003329445346/1. Notifying Manager...
2026-05-01 10:01:11 AM | WARNING | auditor | ⚠️ No route found for May May Thae ï½ï½ï½ï½ï (-1003329445346/1). Notifying Manager.
2026-05-01 10:01:11 AM | INFO | auditor | 🔍 notify_manager_missing_route: shop=May May Thae ï½ï½ï½ï½ï, msg_id=135, chat=-1003329445346
2026-05-01 10:01:12 AM | INFO | auditor | 📲 Missing route notification sent to Manager for May May Thae ï½ï½ï½ï½ï
2026-05-01 10:01:14 AM | INFO | auditor | 📂 Auditing Batch: Myo (Topic 1) in Chat -1003672811205 (11 messages)
2026-05-01 10:01:15 AM | INFO | auditor | 🔇 AI Ignored Group: [201, 202, 203, 204, 206, 207, 209, 210, 211, 212, 214]
2026-05-01 10:01:17 AM | INFO | auditor | 📂 Auditing Batch: NNKW Bookstore ï½ï½ï½ï½ï (Topic 4) in Chat -1003780967023 (1 messages)
2026-05-01 10:01:17 AM | INFO | auditor | 🔇 AI Ignored Group: [428]
2026-05-01 10:01:19 AM | INFO | auditor | 📂 Auditing Batch: Nge Shoes ï½ï½ï½ï½ï (Topic 1) in Chat -1003812868558 (4 messages)
2026-05-01 10:01:21 AM | INFO | auditor | 🔇 AI Ignored Group: [428, 430, 432, 434]
2026-05-01 10:01:23 AM | INFO | auditor | 📂 Auditing Batch: Dreamy Fancies Ygn ï½ï½ï½ï½ï (Topic 1) in Chat -1003819601608 (2 messages)
2026-05-01 10:01:24 AM | INFO | auditor | 🔇 AI Ignored Group: [449, 456]
2026-05-01 10:01:26 AM | INFO | auditor | 📂 Auditing Batch: TTW ï½ï½ï½ï½ï (Topic 1) in Chat -1003837115331 (7 messages)
2026-05-01 10:01:28 AM | INFO | auditor | 🔇 AI Ignored Group: [240, 246, 249, 253, 256, 258, 260]
2026-05-01 10:01:30 AM | INFO | auditor | 📂 Auditing Batch: Gi Ci ï½ï½ï½ï½ï (Topic 6) in Chat -1003801077622 (1 messages)
2026-05-01 10:01:31 AM | INFO | auditor | 🔇 AI Ignored Group: [395]
2026-05-01 10:01:33 AM | INFO | auditor | 📂 Auditing Batch: SkinCare NextStep ï½ï½ï½ï½ï (Topic 1) in Chat -1003898476625 (4 messages)
2026-05-01 10:01:35 AM | INFO | auditor | 🔇 AI Ignored Group: [673, 674, 679, 680]
2026-05-01 10:01:37 AM | INFO | auditor | 📂 Auditing Batch: Dreamy Fancies Ygn ï½ï½ï½ï½ï (Topic 6) in Chat -1003819601608 (1 messages)
2026-05-01 10:01:38 AM | INFO | auditor | 🔇 AI Ignored Group: [454]
2026-05-01 10:01:40 AM | INFO | auditor | 📂 Auditing Batch: Blingo Beauty ï½ï½ï½ï½ï (Topic 1) in Chat -1003810399961 (2 messages)
2026-05-01 10:01:41 AM | INFO | auditor | 🔇 AI Ignored Group: [812, 814]
2026-05-01 10:01:43 AM | INFO | auditor | 📂 Auditing Batch: Binnie Paradise ï½ï½ï½ï½ï (Topic 1) in Chat -1003752062728 (3 messages)
2026-05-01 10:01:44 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003752062728, topic=1, msg=200, force=False
2026-05-01 10:01:44 AM | WARNING | auditor | ⚠️ No Explicit Route for -1003752062728/1. Notifying Manager...
2026-05-01 10:01:44 AM | WARNING | auditor | ⚠️ No route found for Binnie Paradise ï½ï½ï½ï½ï (-1003752062728/1). Notifying Manager.
2026-05-01 10:01:44 AM | INFO | auditor | 🔍 notify_manager_missing_route: shop=Binnie Paradise ï½ï½ï½ï½ï, msg_id=200, chat=-1003752062728
2026-05-01 10:01:45 AM | INFO | auditor | 📲 Missing route notification sent to Manager for Binnie Paradise ï½ï½ï½ï½ï
2026-05-01 10:01:47 AM | INFO | auditor | 📂 Auditing Batch: Thiri Beauty Bountyï½ï½ï½ï½ï (Topic 6) in Chat -1003868121514 (1 messages)
2026-05-01 10:01:48 AM | INFO | auditor | 🔇 AI Ignored Group: [487]
2026-05-01 10:01:50 AM | INFO | auditor | 📂 Auditing Batch: LARAs ï½ï½ï½ï½ï (Topic 1) in Chat -1003734659970 (3 messages)
2026-05-01 10:01:52 AM | INFO | auditor | 🔇 AI Ignored Group: [245, 252, 254]
2026-05-01 10:01:54 AM | INFO | auditor | 📂 Auditing Batch: ITTC ï½ï½ï½ï½ï (Topic 1) in Chat -1003852412184 (1 messages)
2026-05-01 10:01:55 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003852412184, topic=1, msg=430, force=False
2026-05-01 10:01:55 AM | INFO | auditor | 🎯 Explicit Route Found: -1003852412184/1 -> -1003601049225/1
2026-05-01 10:01:55 AM | WARNING | auditor | ⚠️ Topic 1 not found in Central Group. Falling back to General.
2026-05-01 10:01:58 AM | INFO | auditor | 📂 Auditing Batch: Skylar collection ï½ï½ï½ï½ï (Topic 4) in Chat -1003709069700 (3 messages)
2026-05-01 10:01:59 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003709069700, topic=4, msg=353, force=False
2026-05-01 10:01:59 AM | INFO | auditor | 🎯 Explicit Route Found: -1003709069700/4 -> -1003601049225/37
2026-05-01 10:01:59 AM | INFO | auditor | 📢 Alert sent for 353 in Skylar collection ï½ï½ï½ï½ï to Central Group
2026-05-01 10:02:01 AM | INFO | auditor | 📂 Auditing Batch: KSJB ï½ï½ï½ï½ï (Topic 6) in Chat -1003883905797 (1 messages)
2026-05-01 10:02:03 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003883905797, topic=6, msg=637, force=False
2026-05-01 10:02:03 AM | INFO | auditor | 🎯 Explicit Route Found: -1003883905797/6 -> -1003601049225/35
2026-05-01 10:02:04 AM | INFO | auditor | 📢 Alert sent for 637 in KSJB ï½ï½ï½ï½ï to Central Group
2026-05-01 10:02:06 AM | INFO | auditor | 📂 Auditing Batch: Nge Shoes ï½ï½ï½ï½ï (Topic 6) in Chat -1003812868558 (1 messages)
2026-05-01 10:02:07 AM | INFO | auditor | 📢 send_new_alert triggered: chat=-1003812868558, topic=6, msg=436, force=False
2026-05-01 10:02:07 AM | INFO | auditor | 🎯 Explicit Route Found: -1003812868558/6 -> -1003601049225/35
2026-05-01 10:02:07 AM | INFO | auditor | 📢 Alert sent for 436 in Nge Shoes ï½ï½ï½ï½ï to Central Group
2026-05-01 10:02:09 AM | INFO | auditor | 📂 Auditing Batch: Charcoal ï½ï½ï½ï½ï (Topic 6) in Chat -1003707562121 (2 messages)
2026-05-01 10:02:09 AM | WARNING | auditor | 🚨 Tier 2 Escalation sent for 353 to Group
2026-05-01 10:02:09 AM | WARNING | auditor | 🚨 Tier 2 Escalation sent for 637 to Group
2026-05-01 10:02:10 AM | WARNING | auditor | 🚨 Tier 2 Escalation sent for 436 to Group
2026-05-01 10:02:10 AM | INFO | auditor | 🔇 AI Ignored Group: [192, 195]
2026-05-01 10:02:12 AM | INFO | auditor | 📂 Auditing Batch: Scarlett Beauty ï½ï½ï½ï½ï (Topic 4) in Chat -1003798966794 (3 messages)
